1496825593654;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593654;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593654;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593654;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593735;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593736;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593737;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593737;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593737;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593737;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593738;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593739;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593740;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593740;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593740;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593740;3;1;67;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593740;3;1;65;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593740;3;1;66;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
1496825593740;3;1;68;1;1;(1);24;0;1;1;11;0;;1;1;50;1;1;07;11;53;13;2;5;4294967295;4294967295;4294967295;0;1
